nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
Edificio Bolinches,Manuel García Sierra,,39.472749358317536,-0.3708807965557038,3,CTAV2482,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1393.jpg,https://guiactav.com/obra/2482,exterior_visible
Edificio Cort-Álvarez,"Luis Ferreres Soler, Antonio Gómez Davó",,39.47296397203982,-0.3704789743813593,1,CTAV2451,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1351.jpg,https://guiactav.com/obra/2451,exterior_visible
Edificio Bertet,Enrique Pecourt Betés,,39.465242923857694,-0.37876182162575933,1,CTAV2358,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1097.jpg,https://guiactav.com/obra/2358,exterior_visible
Edificio Tortosa-Martínez Sala,Luis Albert Ballesteros,,39.4719910238562,-0.37233962513786917,2,CTAV2365,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1106.jpg,https://guiactav.com/obra/2365,exterior_visible
Colegio Guadalaviar,Fernando M. García-Ordóñez,,39.4755014312195,-0.3552848289797561,3,CTAV2260,CTAV,Centro educativo,false,https://arquitecturavalencia.es/img/comprimido/947.jpg,https://guiactav.com/obra/2260,exterior_visible
Edificio Bonaire ,Joaquín Mª Arnau Miramón,,39.47252787722069,-0.3714772522624376,1,CTAV2487,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1398.jpg,https://guiactav.com/obra/2487,exterior_visible
Edificios Trénor,Antonio Martorell Trilles,,39.472751805923636,-0.3712223688822317,2,CTAV2470,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1379.jpg,https://guiactav.com/obra/2470,exterior_visible
Teatro Principal,"Filippo Fontana, Salvador Escrig Melchor, Cristobal Sales, Juan Marzo",,39.47065165931421,-0.3744603205307064,3,CTAV2584,CTAV,Espacio cultural,false,https://arquitecturavalencia.es/img/comprimido/1536.jpg,https://guiactav.com/obra/2584,exterior_visible
Edificio Cámara de Comercio,Luis Albert Ballesteros,,39.47106228750018,-0.37399456524778263,2,CTAV2209,CTAV,Oficina,false,https://arquitecturavalencia.es/img/comprimido/847.jpg,https://guiactav.com/obra/2209,exterior_visible
Calle de la Paz,"Manuel Sorní Grau, Juan Mercader, Luis Ferreres Soler, Joaquín Mª Arnau Miramón",,39.47292667910603,-0.37116790382086506,1,CTAV2546,CTAV,Espacio público,false,https://arquitecturavalencia.es/img/comprimido/1480.jpg,https://guiactav.com/obra/2546,exterior_visible
Hotel Reina Victoria,Luis Ferreres Soler,,39.47022875238021,-0.3751655039773732,3,CTAV2439,CTAV,"Hotel, Colegio Mayor",false,https://arquitecturavalencia.es/img/comprimido/1327.jpg,https://guiactav.com/obra/2439,exterior_visible
Edificio Inmobiliaria Cabañal,"Curro Mestre Jordá, Pepe Font Jimenez",,39.46293085736766,-0.38015220120093746,3,CTAV2086,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/600.jpg,https://guiactav.com/obra/2086,exterior_visible
Centre Cultural La Nau,"Joaquín Martínez, Timoteo Calvo Ibarra, Sebastián Monleón Estellés, Antonio Martorell Trilles",,39.471976567228666,-0.37293399819953243,3,CTAV2571,CTAV,Museo,false,https://arquitecturavalencia.es/img/comprimido/1516.jpg,https://guiactav.com/obra/2571,exterior_visible
Edificio Suay,Francisco Mora Berenguer,,39.46995780127687,-0.37562105746582797,3,CTAV2447,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1347.jpg,https://guiactav.com/obra/2447,exterior_visible
Antiguo Real Convento de Santo Domingo,,,39.47392082850585,-0.36941798594224357,3,CTAV2672,CTAV,Edificio religioso,false,https://arquitecturavalencia.es/img/comprimido/1690.jpg,https://guiactav.com/obra/2672,exterior_visible
Edificio Pouet,Joaquín Bueso Martí,,39.473451699735854,-0.37047284143102704,2,CTAV2549,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1486.jpg,https://guiactav.com/obra/2549,exterior_visible
Edificio J. Janini,Antonio Martorell Trilles,,39.472313195561945,-0.3726009831300388,3,CTAV2529,CTAV,Edificio de viviendas,false,https://arquitecturavalencia.es/img/comprimido/1454.jpg,https://guiactav.com/obra/2529,exterior_visible
Centro Cultural Bancaja,"Lucas García Cardona, Antonio Gómez Davó",,39.47364527989231,-0.37013092830034705,2,CTAV2511,CTAV,Museo,false,https://arquitecturavalencia.es/img/comprimido/1426.jpg,https://guiactav.com/obra/2511,exterior_visible
