nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Iglesia parroquial de San Juan de la Ribera","Jose Calvo Tomás  / Juan Luis Calvo Catarineu",,39.46668486721523,-0.3536837030385166,3,2496,,Edificio religioso,true,https://arquitecturavalencia.es/img/comprimido/1407.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificios Royo","Antonio Maldonado Arenas / Juan E. Vernetta de los Santos",,39.46609689157087,-0.35232127728830204,3,2178,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/805.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"CEIP Grupo Jaime Balmes","Eugenio López Aracil",,39.46128224028558,-0.36963340933216243,3,2413,,Centro educativo,true,https://arquitecturavalencia.es/img/comprimido/1186.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Instituto de Educación Secundaria Vicente Blasco Ibáñez (Antigua Escuela de Maestría Industrial)","Francisco Mora Berenguer",,39.463587948914515,-0.3684059429639101,3,2391,,Centro educativo,true,https://arquitecturavalencia.es/img/comprimido/1150.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Residencial Torres del Saler","AIC Equip",,39.45016431303607,-0.36099190232346234,3,2093,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/614.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Grupo Residencial Puchades-Cubells (Balcón de Levante)","Cayetano Borso di Carminati González / Rafael Contel Comenge",,39.46562747592506,-0.3508998431231198,3,2242,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/910.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Pascual II","Miguel Martínez Ortega",,39.466302492444136,-0.36563853548199504,3,2341,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1078.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Centro municipal Aben al Abbar","Antonio Martorell Trilles",,39.46723699562937,-0.3529982248395214,3,2415,,Edificio administrativo,true,https://arquitecturavalencia.es/img/comprimido/1188.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Pérez Romaní","Luis Martínez-Feduchi",,39.46538130980305,-0.3678844855999675,3,2258,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/941.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Raimundo","Miguel Martínez Ortega",,39.467219887880304,-0.36545067709508305,3,2345,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1082.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Pastor","Alfonso Garín Ortolá",,39.46483988390292,-0.3692271273130688,3,2388,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1147.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Gamón","José Peris Martínez",,39.46562213357195,-0.3684743385194613,3,2378,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1133.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Navarro González","Enrique Pecourt Betés",,39.4624145128164,-0.37096668152763734,3,2349,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1086.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Grupo Residencial Torres Pista de Silla","Vicente M. Vidal Vidal / Luis Alonso de Armiño Pérez",,39.4522323511841,-0.368603226419453,3,2177,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/804.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Escuela infantil Apóstol Santiago","Málek Murad Mateu / María García Vallcanera",,39.46929484071372,-0.35813421750233604,3,2068,,Centro educativo,true,https://arquitecturavalencia.es/img/comprimido/568.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Puente de Aragón","Arturo Monfort (Ing.) / José Mª Burguera (Ing.) / Gabriel Leyda (Ing.)",,39.46888023226137,-0.3627840152813964,3,2687,,Puentes,true,https://arquitecturavalencia.es/img/comprimido/1833.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Dicenta de Vera","Julio Trullenque Sanjuan",,39.46838664928483,-0.3647678968735371,3,2269,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/958.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Grupo Residencial Villadesol Islas Canarias","Ricardo Lorenzo García / Cayetano Borso di Carminati González / Rafael Contel Comenge",,39.46298429108923,-0.3461069525790492,3,2236,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/899.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Barona","Javier Goerlich Lleó",,39.46774903229776,-0.36632392889761545,3,2423,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1307.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Illueca","Luis Albert Ballesteros",,39.46563974355513,-0.36934426403889187,3,2304,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1016.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Esteban","Lorenzo Criado Oltra",,39.46714669795532,-0.3676570492955413,3,2352,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1091.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio RENFE II","Fernando Ruiz Jaime",,39.46962237261921,-0.3603001745744769,3,2286,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/988.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Esteban Alberola","Salvador Pascual Gimeno",,39.46102881420667,-0.37236827419012564,3,2336,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1069.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Valle-Aleixandre","Salvador Pascual Gimeno",,39.46976330609506,-0.3564344539868688,3,2333,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1063.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Iglesia de San Valero","Juan Bautista Pérez Castiel",,39.46263747618771,-0.37210039694081015,3,2611,,Edificio religioso,true,https://arquitecturavalencia.es/img/comprimido/1575.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Edificaciones Civiles III","Miguel Colomina Barberá / Beatriz Colomina Elías",,39.46815262609175,-0.35080335735743834,3,2180,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/808.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Torre de València (Edificio Gómez Trenor)","Luis Gutiérrez Soto",,39.46910617384507,-0.3647818217031365,3,2276,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/973.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Gran Vía Marqués de Turia","Sin arquitecto",,39.46700172107975,-0.3688156583410899,3,2464,,Espacio público,true,https://arquitecturavalencia.es/img/comprimido/1373.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Tatay","Manuel García Sierra",,39.46804187101962,-0.36725318211074637,3,2448,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1348.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificios Chapa","Antonio Martorell Trilles / Emilio Ferrer Gisbert / Carlos Carbonell Pañella",,39.46858216915643,-0.3663497805408019,3,2446,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1344.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
"Edificio Martí Alegre I","Javier Goerlich Lleó / Juan Bautista Carles Llemosí",,39.46889050270846,-0.3659092013565426,3,2346,,Edificio de viviendas,true,https://arquitecturavalencia.es/img/comprimido/1083.jpg,https://arquitecturavalencia.es/#/public,exterior_visible
